country,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Singapore,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Solomon Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.03,0.03,0.04,0.04,0.05,0.07
Sierra Leone,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.26,5.9,7.24,6.38,8.78,8.63,7.48,9.13,10.9,8.94,3.87,2.9,1.45,0.9,0.82,0.83,0.62,0.58,0.29,0.2,0.14,0.13,0.11,0.11,0.11,0.12,0.14,0.16,0.16,0.17,0.15,0.15
El Salvador,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,2.03,6.7,5.27,5.22,5.08,3.7,3.46,3.31,3.22,0.75,0.56,0.61,0.56,0.46,0.54,0.41,0.34,0.29,0.21,0.21,3.09,2.87,2.63,2.23,1.59,0.82,0.58,0.41,0.27,0.24,0.11,0.14,0.16,0.34,0.47,0.74,1.31,2.09,2.42,2.84,3.1,3.25,3.26
San Marino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.02,0.02,0,0.02,0,0,0.02,,,,,,,,,,,,,,,,,
Somalia,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0.01,0.03,0.05,0.84,4.92,5.12,6.72,10.9,12.6,8.68,9.07,8.86,8.52,7.86,6.93,6.26,5.59,5.03,4.74,4.27,4.05,4.07,4.51,4.26,5.08,5.96,6.59,9.07,9.41,9.01,8.68,8.57,7.51,7.03,6.52,5.97,5.24,4.9,4.86
Serbia,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0.02,0.58,1.13,0.73,0.69,1.08,1.3,1.33,1.44,2.17,2.47,2.46,4.37,3.94,3.14,2.66,2.48,2.32,2.6,2.7,2.61,2.32,2.31,0.94,1.21,1.22,0.78,0.62,0.57,0.52,0.5,0.53,0.51
South Sudan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.99,1.31,5.53,6.99,13,22.9,22.1,21.4,20.7,22,21.7
Sao Tome and Principe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,0,0,0,0,0,0,0,0,0.02,0.02,0.03,0.03,0.03,0.02,0.02,0.02,0.03,0.03,0.02,0.01,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.02,0.03,0.03,0.03,0.02,0.01,0.01
Suriname,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.62,1.6,1.42,0.61,0.21,0.21,0.19,0.17,0.15,0.11,0.09,0.08,0.06,0.03,0.02,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.03,0.02,0.03
Slovak Republic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.02,0.03,0.03,0.03,0.03,0.03,0.03,0.01
Slovenia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1.43,0.74,0.65,0.17,0.17,0.17,0.17,0.17,0.04,0.04,0.03,0.03,0.01,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sweden,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eswatini,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.03,0.03,0.03,0.02,0.02,0.03,0.02,0.02,0.02
Seychelles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,0.07,0.08,0.09,0.07,0.04,0.75,0.45,0.18,0.04,0.05,0.04,0.05,0.05,0.09,0.06,0.07,0.05,0.08,0.07,0.07,0.06,0.05,0.04,0.03,0.02,0.04,0.04,0.01,0.01,0.01,0.02,0.01,0.01,0.01
Syria,,,,,,,,,,,,,,,,,,0.02,0.02,0,0,0,0,0,0,0,0,0,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0,0,0.01,0,0.02,0.02,0.03,0.04,0.05,0.06,0.06,0.06,0.05,0.04,0.06,0.05,0.14,0.14,0.14,0.13,0.1,0.1,0.1,0.11,0.13,0.15,3.34,11.7,19.8,26.6,30.1,34,35.1,33.5,32.8,32.8,31.4
Chad,,,,,,,,,,,,,,,,,,,,0.05,0.04,0.04,0.04,0,0,0,0,0,0.23,5.01,5.31,0.37,0.34,3.69,4.27,3.32,2.77,2.39,2.22,3.17,1.2,1.05,3.3,3.22,0.87,0.81,0.74,0.8,0.74,0.69,0.58,0.56,0.59,0.57,0.51,0.38,0.54,0.53,0.5,0.47,0.37,0.34,0.4,0.38,0.13,0.12,0.13,0.1,0.1,0.1,0.11,0.11
Togo,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.14,4.1,2.18,0.58,0.16,0.07,0.08,0.11,0.12,0.25,0.3,0.29,1.03,0.58,0.39,0.29,0.3,0.29,0.31,0.27,0.17,0.15,0.15,0.14,0.15,0.14,0.14,0.13,0.13,0.12
Thailand,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0,0
Tajikistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.06,1.23,0.98,1,1.78,1.24,0.92,0.73,0.97,0.88,0.97,0.89,0.84,0.79,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.03,0.05,0.06,0.05,0.05,0.05,0.05,0.05
Turkmenistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0.07,0.07,0.04,0.02,0.01,0.01,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.01,0.02,0.01,0.02,0.03,0.02,0.02,0.03,0.02,0.02,0.02,0.04
Timor-Leste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.8,13.9,8.18,3.15,0.01,0.02,0.03,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.03,0.03
Tonga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0.03,0.05,0.07,0.05,0.02,0.01,0.02,0.01,0.02,0.02,0.01,0.03,0.05,0.07,0.09,0.08,0.1,0.13,0.19,0.43,0.72,0.8,0.94
Trinidad and Tobago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0.01,0.01,0.03,0.02,0.02,0.02,0.02,0.03,0.03,0.04,0.03,0.03,0.03,0.03,0.04,0.04,0.04,0.04,0.04,0.05,0.05,0.05,0.06
Tunisia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0.01,0.02,0.02,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.02,0.03,0.04,0.03,0.03,0.03,0.03,0.04,0.04,0.04,0.04,0.05,0.07
Turkey,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0.01,0.02,0.03,0.05,0.08,0.08,0.08,0.07,0.07,0.09,0.09,0.31,0.29,0.27,0.26,0.34,0.33,0.31,0.22,0.21,0.2,0.19,0.1,0.1,0.09,0.1,0.12,0.14,0.16,0.16,0.18,0.18
Tuvalu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0,0.05,0,0,0,0,0,0.05,,,,,,,,,,
Tanzania,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0.01,0.02,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uganda,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.02,0.02,0.03,0.06,0.07,0.68,1.69,1.3,1.95,2.22,2.01,2.04,1.54,0.7,0.13,0.13,0.33,0.22,0.17,0.17,0.16,0.12,0.13,0.25,0.06,0.06,0.14,0.17,0.17,0.14,0.13,0.14,0.08,0.08,0.03,0.03,0.02,0.02,0.03,0.03,0.03,0.03,0.03,0.04,0.04,0.04,0.04,0.04,0.04
Ukraine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0.01,0.01,0.01,0.02,0.05,0.07,0.19,0.2,0.2,0.19,0.14,0.06,0.07,0.06,0.06,0.06,0.06,0.01,0.56,0.76,0.61,0.4,0.28,0.2,0.13,0.11,13.8
Uruguay,,,,,,,,,,,,,,,,,,,,0,0,0,0,0.11,0.02,0.04,0,0,0,0,0,0.02,0,0.01,0.02,0,0,0,0.01,0.03,0.02,0.01,0.01,0.01,0.01,0.01,0,0,0,0.01,0.01,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0,0,0,0.01,0.01,0.01,0.01,0.02,0.02
USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uzbekistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.13,0,0.3,0.29,0.21,0.19,0.02,0.02,0.03,0.03,0.03,0.04,0.04,0.03,0.03,0.03,0.04,0.05,0.04,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.03
St. Vincent and the Grenadines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.01,0.01,0.01,0.02,0.03,0.11,0.21,0.52,0.46,0.35,0.56,0.63,1.04,1.35,1.75,1.82,1.87,1.67,1.64,1.67,1.75,1.38,1.37,1.25,1.01,0.75,0.53,0.23
Venezuela,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0.01,0.02,0.02,0.02,0.03,0.03,0.03,0.03,0.03,0.03,0.04,0.07,0.17,0.51,10.3,15.4,17.1,19.8,23.3
Vietnam,,,,,,,,,,,,,,0.03,0.04,0.04,0.05,0.05,0.05,0.05,0,0,0,0,0,0.01,0.03,0.24,0.77,0.65,0.58,0.58,0.58,0.56,0.55,0.53,0.52,0.69,0.7,0.74,0.73,0.74,0.74,0.74,0.74,0.69,0.63,0.56,0.52,0.47,0.45,0.47,0.45,0.43,0.43,0.45,0.39,0.39,0.39,0.39,0.38,0.38,0.35,0.35,0.34,0.36,0.36,0.36,0.34,0.34,0.34,0.03
Vanuatu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0.02,0.02,0.05,0.05,0.13
Samoa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0.01,0.02,0.04,0.06,0.08,0.1
Yemen,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.17,0.17,0.16,0,0,0,0,0,0.87,0.59,0.62,0.6,0,0,0,0,0,0,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.09,0.12,0.16,0.22,0.22,0.21,0.22,0.23
South Africa,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0.01,0.01,0.01,0.01,0.01,0.03,0.08,0.08,0.09,0.11,0.12,0.11,0.1,0.07,0.07,0.04,0.04,0.03,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0.01,0.01,0.01
Zambia,,,,,,,,,,,,,,,0,0,0,0.37,0.31,0.21,0.02,0.02,0.02,0.08,0.02,0.01,0,0,0.02,0.02,0.02,0.02,0.02,0,0,0,0,0,0,0,0,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zimbabwe,,,,,,,,,,,,,,,,,,,,,,,,,0.24,0.5,1.19,2.49,2.97,0,0,0,0.04,0.04,0.05,0.04,0.04,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.04,0.09,0.16,0.23,0.11,0.39,0.41,0.19,0.2,0.47,0.48,0.45,0.47,0.56,0.42,0.27,0.22,0.17,0.15,0.14,0.13
